Rubrica natureza;Descrição natureza receita;Categoria econômica;Origem da receita;Especie da receita;Tipo da receita;Rubrica receita;Alínea da receita;Subalínea da receita;Desdobramento nível 1;Desdobramento nível 2;Desdobramento nível 3;Finalidade da receita;Forma de ingresso;Órgão;Unidade;Organograma;Valor orçado R$;Orçado atualizado R$;Orçado deduções R$;Valor lançado mês;Valor arrecadado mês;Valor arrecadado acumulado até o mês;Orçado líquido atualizado R$;Realizado (%)
 11220101020000; Taxa de Coleta de lixo; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas pela Prestação de Serviços em Geral - Principal; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; ; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; Não se aplica; Taxa de Coleta de lixo; Arrecadações; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; DIRETORIA DE OBRAS; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 493.314,60; R$ 1.395.285,00; R$ 0,00; 0.0
 11220104010000; Taxas de Coleta de Lixo - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas pela Prestação de Serviços em Geral - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; ; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; Não se aplica; Taxas de Coleta de Lixo - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa; Arrecadações; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; DIRETORIA DE OBRAS; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 14.301,09; R$ 24.700,90; R$ 0,00; 0.0
 11220102010000; Taxa de Coleta de Lixo - Multas e Juros; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas pela Prestação de Serviços em Geral - Multas e Juros de Mora; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; ; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; Não se aplica; Taxa de Coleta de Lixo - Multas e Juros; Arrecadações; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; DIRETORIA DE OBRAS; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 81,25; R$ 250,22; R$ 0,00; 0.0
 11220103010000; Taxa de Coleta de Lixo - Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas pela Prestação de Serviços em Geral - Dívida Ativa; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; ; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; Não se aplica; Taxa de Coleta de Lixo - Dívida Ativa; Arrecadações; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; DIRETORIA DE OBRAS; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 23.580,70; R$ 54.062,84; R$ 0,00; 0.0
 11210101050000; TPP - Tx de Licença Ambiental; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas de Inspeção; Taxas pelo Exercício do Poder de Polícia; Taxas de Inspeção, Controle e Fiscalização; ; Taxas pelo Exercício do Poder de Polícia; Taxas de Inspeção, Controle e Fiscalização; Não se aplica; TPP - Tx de Licença Ambiental; Arrecadações; SECRETARIA DE MEIO AMBIENTE E DESENV. ECONÔMICO; DIRETORIA DE MEIO AMBIENTE; SECRETARIA DE MEIO AMBIENTE E DESENV. ECONÔMICO; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 495,00; R$ 1.977,00; R$ 0,00; 0.0
 11210101050000; TPP - Tx de Licença Ambiental; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas de Inspeção; Taxas pelo Exercício do Poder de Polícia; Taxas de Inspeção, Controle e Fiscalização; ; Taxas pelo Exercício do Poder de Polícia; Taxas de Inspeção, Controle e Fiscalização; Não se aplica; TPP - Tx de Licença Ambiental; Arrecadações; SECRETARIA DE MEIO AMBIENTE E DESENV. ECONÔMICO; DIRETORIA DE MEIO AMBIENTE; SECRETARIA DE MEIO AMBIENTE E DESENV. ECONÔMICO; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 691,00; R$ 2.668,00; R$ 0,00; 0.0
 11220104010000; Taxas de Coleta de Lixo - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas pela Prestação de Serviços em Geral - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; ; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; Não se aplica; Taxas de Coleta de Lixo - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa; Arrecadações; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; DIRETORIA DE OBRAS; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 2.881,90; R$ 27.582,80; R$ 0,00; 0.0
 11220101020000; Taxa de Coleta de lixo; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas pela Prestação de Serviços em Geral - Principal; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; ; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; Não se aplica; Taxa de Coleta de lixo; Arrecadações; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; DIRETORIA DE OBRAS; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 248.060,07; R$ 1.643.345,07; R$ 0,00; 0.0
 11220102010000; Taxa de Coleta de Lixo - Multas e Juros; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas pela Prestação de Serviços em Geral - Multas e Juros de Mora; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; ; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; Não se aplica; Taxa de Coleta de Lixo - Multas e Juros; Arrecadações; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; DIRETORIA DE OBRAS; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 937,51; R$ 1.187,73; R$ 0,00; 0.0
 11220103010000; Taxa de Coleta de Lixo - Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas pela Prestação de Serviços em Geral - Dívida Ativa; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; ; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; Não se aplica; Taxa de Coleta de Lixo - Dívida Ativa; Arrecadações; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; DIRETORIA DE OBRAS; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 22.797,67; R$ 76.860,51; R$ 0,00; 0.0
 13210101019914; Remun Dep Banc Vinculados- Covid Acolhimento; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Remun Dep Banc Vinculados- Covid Acolhimento; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 1,35; R$ 1,35; R$ 0,00; 0.0
 13210101019914; Remun Dep Banc Vinculados- Covid Acolhimento; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Remun Dep Banc Vinculados- Covid Acolhimento; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 1,36; R$ 2,71; R$ 0,00; 0.0
 13210101019914; Remun Dep Banc Vinculados- Covid Acolhimento; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Remun Dep Banc Vinculados- Covid Acolhimento; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 1,34; R$ 4,05; R$ 0,00; 0.0
 13210101019914; Remun Dep Banc Vinculados- Covid Acolhimento; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Remun Dep Banc Vinculados- Covid Acolhimento; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ -4,05; R$ 0,00; R$ 0,00; 0.0
 17155201000000; Transferências de Recursos de Complementaçao da União ao Fundeb - VAAR - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferências de Recursos de Complementaçao da União ao Fundeb - VAAR - Principal; Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais d; Transferências de Recursos de Complementaçao da União ao Fundeb - VAAR; ; Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais d; Transferências de Recursos de Complementaçao da União ao Fundeb - VAAR; Não se aplica; Transferências de Recursos de Complementaçao da União ao Fundeb - VAAR - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 60.000,00; R$ 60.000,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 60.000,00; 0.0
 17155201000000; Transferências de Recursos de Complementaçao da União ao Fundeb - VAAR - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferências de Recursos de Complementaçao da União ao Fundeb - VAAR - Principal; Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais d; Transferências de Recursos de Complementaçao da União ao Fundeb - VAAR; ; Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais d; Transferências de Recursos de Complementaçao da União ao Fundeb - VAAR; Não se aplica; Transferências de Recursos de Complementaçao da União ao Fundeb - VAAR - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 524,42; R$ 524,42; R$ 0,00; 0.0
 24229901000000; Outras Transferências de Convênios dos Estados e DF e de Suas Entidades - Principal; Receitas de Capital; Transferências de Capital; Transferências dos Estados e do Distrito Federal e de suas Entidades; Outras Transferências de Convênios dos Estados e DF e de Suas Entidades - Principal; Transferências de Convênios dos Estados e DF e de Suas Entidades; Outras Transferências de Convênios dos Estados e DF e de Suas Entidades; ; Transferências de Convênios dos Estados e DF e de Suas Entidades; Outras Transferências de Convênios dos Estados e DF e de Suas Entidades; Não se aplica; Outras Transferências de Convênios dos Estados e DF e de Suas Entidades - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 9.999.999,76; R$ 9.999.999,76; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 9.999.999,76; 0.0
 24299901000002; Outras Transf. do Estado E. Imp - Educação; Receitas de Capital; Transferências de Capital; Transferências dos Estados e do Distrito Federal e de suas Entidades; Outras Transferências de Recursos dos Estados - Principal; Outras Transferências de Recursos dos Estados; Outras Transferências de Recursos dos Estados; ; Outras Transferências de Recursos dos Estados; Outras Transferências de Recursos dos Estados; Não se aplica; Outras Transf. do Estado E. Imp - Educação; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 570.438,50; R$ 570.438,50; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 570.438,50; 0.0
 24145101000000; Transferências de Convênios da União destinadas a Programas de Educação - Principal; Receitas de Capital; Transferências de Capital; Transferências da União e de suas Entidades; Transferências de Convênios da União destinadas a Programas de Educação - Principal; Transferências de Convênios da União e de suas Entidades ; Transferências de Convênios da União destinadas a Programas de Educação; ; Transferências de Convênios da União e de suas Entidades ; Transferências de Convênios da União destinadas a Programas de Educação; Não se aplica; Transferências de Convênios da União destinadas a Programas de Educação - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 836.262,84; R$ 836.262,84; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 836.262,84; 0.0
 24145201000000; Transferências de Convênios da União destinadas a Programas de Saneamento Básico - Principal; Receitas de Capital; Transferências de Capital; Transferências da União e de suas Entidades; Transferências de Convênios da União destinadas a Programas de Saneamento Básico - Principal; Transferências de Convênios da União e de suas Entidades ; Transferências de Convênios da União destinadas a Programas de Saneamento Básico; ; Transferências de Convênios da União e de suas Entidades ; Transferências de Convênios da União destinadas a Programas de Saneamento Básico; Não se aplica; Transferências de Convênios da União destinadas a Programas de Saneamento Básico - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 366.598,01; R$ 366.598,01; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 366.598,01; 0.0
 21120101000000; Operações de Crédito Contratuais - Mercado Interno - Principal; Receitas de Capital; Operações de Crédito; Operações de Crédito - Mercado Interno; Operações de Crédito Contratuais - Mercado Interno - Principal; Operações de Crédito Contratuais - Mercado Interno; Operações de Crédito Contratuais - Mercado Interno; ; Operações de Crédito Contratuais - Mercado Interno; Operações de Crédito Contratuais - Mercado Interno; Não se aplica; Operações de Crédito Contratuais - Mercado Interno - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 2.281.754,00; R$ 2.281.754,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 2.281.754,00; 0.0
 17165001000000; Transferências de Recursos do Fundo Nacional de Assistência Social – FNAS - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferências de Recursos do Fundo Nacional de Assistência Social – FNAS - Principal; Transferências de Recursos do Fundo Nacional de Assistência Social – FNAS ; Transferências de Recursos do Fundo Nacional de Assistência Social – FNAS; ; Transferências de Recursos do Fundo Nacional de Assistência Social – FNAS ; Transferências de Recursos do Fundo Nacional de Assistência Social – FNAS; Não se aplica; Transferências de Recursos do Fundo Nacional de Assistência Social – FNAS - Principal; Arrecadações; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; R$ 180.000,00; R$ 180.000,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 180.000,00; 0.0
 17295201000000; Transferências de Recursos Destinados a Programas de Educação - Principal; Receitas Correntes; Transferências Correntes; Transferências dos Estados e do Distrito Federal e de suas Entidades; Transferências de Recursos Destinados a Programas de Educação - Principal; Outras Transferências dos Estados e Distrito Federal; Transferências de Recursos Destinados a Programas de Educação; ; Outras Transferências dos Estados e Distrito Federal; Transferências de Recursos Destinados a Programas de Educação; Não se aplica; Transferências de Recursos Destinados a Programas de Educação - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 590.400,00; R$ 590.400,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 590.400,00; 0.0
 17299901030100; Outras Transf. do Estado E. Imp.- Genérica; Receitas Correntes; Transferências Correntes; Transferências dos Estados e do Distrito Federal e de suas Entidades; Outras Transferências dos Estados e DF - Principal; Outras Transferências dos Estados e Distrito Federal; Outras Transferências dos Estados e DF; ; Outras Transferências dos Estados e Distrito Federal; Outras Transferências dos Estados e DF; Não se aplica; Outras Transf. do Estado E. Imp.- Genérica; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 1.995.030,00; R$ 1.995.030,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 1.995.030,00; 0.0
 17145101000000; Transferências Diretas do FNDE referentes ao Programa Dinheiro Direto na Escola – PDDE - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferências Diretas do FNDE referentes ao Programa Dinheiro Direto na Escola – PDDE - Principal; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação – FNDE? ; Transferências Diretas do FNDE referentes ao Programa Dinheiro Direto na Escola – PDDE; ; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação – FNDE? ; Transferências Diretas do FNDE referentes ao Programa Dinheiro Direto na Escola – PDDE; Não se aplica; Transferências Diretas do FNDE referentes ao Programa Dinheiro Direto na Escola – PDDE - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 1.680,00; R$ 1.680,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 1.680,00; 0.0
 17145301000000; Transferências referentes ao Programa Nacional de Apoio ao Transporte do Escolar  PNATE - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferências referentes ao Programa Nacional de Apoio ao Transporte do Escolar  PNATE - Principal; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE?; Transferências referentes ao Programa Nacional de Apoio ao Transporte do Escolar  PNATE; ; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE?; Transferências referentes ao Programa Nacional de Apoio ao Transporte do Escolar  PNATE; Não se aplica; Transferências referentes ao Programa Nacional de Apoio ao Transporte do Escolar  PNATE - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 42.112,00; R$ 42.112,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 42.112,00; 0.0
