rel_entidade;tipo;natureza;identificacao;descricao;data_aquisicao;rel_orgao;situacao;valor_atual;tipo_aquisicao
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA; MOVEIS; Cod.: 7 - MOVEIS;290; PAINEL EM MDF NAVAL COR MOGNO TAMANHO 2,10X 3,00; 03/11/2020; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 3.700,06; Compra
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; CARREGADOR DE BATERIA;8102; CARREGADOR DE BATERIA 127/220V VONDER; 21/10/2020; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 1.617,87; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; NOTEBOOK;8111; NOTEBOOK ACER A315-56-34A9 PROCESSADOR CORE I3/8GB/1TB/WINDOWS 10/GRAV.; 20/10/2020; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 3.316,77; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Bebedouro.;8118; BEBEDOURO PURIFICADOR DE PRESS O IBBL BAG40C INOX ADULTO/INFANTIL; 13/10/2020; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 1.542,61; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Bebedouro.;8119; BEBEDOURO PURIFICADOR DE PRESS O IBBL BAG40C INOX ADULTO/INFANTIL; 13/10/2020; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 1.542,61; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MICROCOMPUTADOR;8120; COMPUTADOR/CPU PENTIUM G5400 3.7GHZ 8º GERAÇÃO/PLACA MAE 1151/HD 500 SATA/ ESTABILIZADOR/TECLADO/MOUSE; 09/10/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 1.310,72; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MONITORES;8121; MONITOR AOC 18,5 LED E970SWNL; 09/10/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 436,65; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MONITORES;8123; MONITOR PCTOP 21,5 LED PRETO; 01/10/2020; MANUTENÇÃO DA SECRETARIA DE ADMINISTRAÇÃ; Ativo;R$ 621,56; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Balcão;8071; BALCAO DE ATENDIMENTO EM MDF 2,00X1,50 CINZA; 24/09/2020; APOIO A CRIANÇA E AO ADOLECESTE EM SITUA; Ativo;R$ 1.437,04; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MONITORES;8043; MONITOR LED 19,5 LG 20M35PD; 17/09/2020; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 486,17; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; LAVA ROUPA;8099; LAVA ROUPA 12KG CONSUL CWH12AB; 14/09/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 1.489,04; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MICROCOMPUTADOR;8072; COMPUTADOR/CPU INTEL CORE I3 9100 8GB MEMORIA HD500GB; 14/09/2020; MANUTENÇÃO DA SECRETARIA DE ADMINISTRAÇÃ; Ativo;R$ 1.687,05; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; SECADORA DE ROUPAS;8065; SECADORA BRANCA 11,2KG 220V MIDEA; 09/09/2020; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 1.205,41; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; LAVA ROUPA;8067; LAVA ROUPAS 11KG LAC12 220V - ELETROLUX; 09/09/2020; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 1.176,29; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS DOMÉSTICOS;8069; MICROONDAS 30 LITROS BRANCO 220V - MIDEA; 09/09/2020; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 378,61; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS DOMÉSTICOS;8070; MICROONDAS 30 LITROS BRANCO 220V - MIDEA; 09/09/2020; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 378,61; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; GELADEIRA;8068; REFRIGERADOR FROST FREE 300L - 220V CRM39 CONSUL; 09/09/2020; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 1.468,27; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; TELEFONE;8066; LG K8 PLUS AZUL 351266050291436,GSM 48966645488, PLANO PRE; 04/09/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 587,88; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MONITORES;8054; MONITOR LG 19,5 20M35TD-B (VGA/DVI HD 1600X900; 18/08/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 477,34; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; NO-BREAK;8020; NOBREAK ENERGYLUX 1200VA; 18/08/2020; MANUTENÇÃO DA SECRETARIA DE ADMINISTRAÇÃ; Ativo;R$ 446,14; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Batedeira.;8000; BATEDEIRA INDUSTRIAL BPM-12-ST MANA; 05/08/2020; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 2.914,32; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Ar Condicionado;7998; AR CONDIONADO COND/EVAP 9000BTUS QF INVERTER AGRATTO; 05/08/2020; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 1.261,49; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Ar Condicionado;7999; AR CONDIONADO COND/EVAP 9000BTUS QF INVERTER AGRATTO; 05/08/2020; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 1.261,49; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Ar Condicionado;8021; AR CONDICIONADO 30.000 BTUS; 05/08/2020; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 3.718,07; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; TELEFONE;7950; APARELHO CELULAR LG K8 PLUS AZUL 351266050300658, GSM48966454848, PLANO PRE; 28/07/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 590,19; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; VEICULOS LEVES;7958; FIAT/DOBLO ESSENCE 1.8 7L E FLEX COR BRANCA ANO FAB/MOD. 2020/2021 CHASSI: 9BD1196GDM1157211 RENAVAN 1233074838 PLACA: RDY9H95; 15/07/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 81.695,40; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MICROONIBUS;7957; SPRINTER VAN 516 20+1 MERCEDES-BENZ GERAL COMB. DIESEL ANO FAB/MOD 2020/2021 CHASSI: 8AC907857ME187124 PLACA: RDV2C95 RENAVAM: 1232199661 Nº MOTOR: 651958W0110031 COR BRANCA; 14/07/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 171.727,61; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; SECADORA DE ROUPAS;7952; SECADORA DE ROUPAS WANKE LUANA 220V 60HZ OK; 08/07/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 310,51; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Balanças;7949; BALANÇA COMPUTADORA ELGIN DP30 30KGS COM BATERIA PRETO 46BALEC30PC5; 06/07/2020; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 605,54; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; TELEVISOR;7942; TELEVISOR/TV 32P AOC LED SMART WIFI HD USB HDMI - LE32S5970S; 06/07/2020; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 1.243,02; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; TELEVISOR;7943; TELEVISOR/TV 32P AOC LED SMART WIFI HD USB HDMI - LE32S5970S; 06/07/2020; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 1.243,02; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; TELEFONE;7882; APARELHO CELULAR LG LM-X120BMW-K8 PRETO (7893299912771); 26/06/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 582,14; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Bebedouro.;7832; BEBEDOURO GELAGUA ESMALTEC EGM30 COMPRESOR BR; 23/06/2020; APOIO A CRIANÇA E AO ADOLECESTE EM SITUA; Ativo;R$ 368,54; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; TELEVISOR;7831; TELEVISOR SAMSUNG TV 43 LED UN43J5290AGXZD F/HD FLAT SMART; 23/06/2020; APOIO A CRIANÇA E AO ADOLECESTE EM SITUA; Ativo;R$ 1.442,47; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPRESSORAS;7825; IMPRESSORA MULTIFUNCIONAL EPSON ECOTANK L3150 WI-FI; 16/06/2020; MANUTENÇÃO DA SECRETARIA DE ADMINISTRAÇÃ; Ativo;R$ 904,81; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPRESSORAS;7830; IMPRESSORA MULTIFUNCIONAL HP LASERJET PRO M428DW; 10/06/2020; MANUTENÇÃO DA SECRETARIA DE ARRECADAÇÃO; Ativo;R$ 2.056,50; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MICROCOMPUTADOR;7829; COMPUTADOR CPU PENTIUM G5400/PLACA MAE 1151/MEM DDR4 8GB/MONITOR 19,5P/HD SSD240GB/GABINETE/TECLADO/MOUSE; 05/06/2020; MANUTENÇÃO DA SECRETARIA DE ARRECADAÇÃO; Ativo;R$ 1.310,64; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MICROCOMPUTADOR;7828; COMPUTADOR CPU PENTIUM G5400/PLACA MAE 1151/MEM DDR4 8GB/MONITOR 19,5P/HD SSD240GB/GABINETE/TECLADO/MOUSE; 05/06/2020; MANUTENÇÃO DA SECRETARIA DE ARRECADAÇÃO; Ativo;R$ 1.310,64; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MONITORES;7827; MONITOR LG 19.5 POLEGAS; 05/06/2020; MANUTENÇÃO DA SECRETARIA DE ARRECADAÇÃO; Ativo;R$ 419,10; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MONITORES;7826; MONITOR LG 19.5 POLEGAS; 05/06/2020; MANUTENÇÃO DA SECRETARIA DE ARRECADAÇÃO; Ativo;R$ 419,10; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MESA;7822; MESA RETA 1.20X0,60 2 GRAV. CZ MARANELLO; 03/06/2020; BENS INSERVÍVEIS; Ativo;R$ 257,96; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MESA;7823; MESA RETA 1.20X0,60 2 GRAV. CZ MARANELLO; 03/06/2020; MANUTENÇÃO DA SECRETARIA DE ARRECADAÇÃO; Ativo;R$ 257,96; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MESA;7824; MESA RETA 1.40X0,60 2 GRAV. CZ MARANELLO; 03/06/2020; MANUTENÇÃO DA SECRETARIA DE ARRECADAÇÃO; Ativo;R$ 270,13; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MONITORES;7740; MONITOR PCTOP 21,5 POLEGADAS LED; 27/05/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 525,76; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MONITORES;7741; MONITOR PCTOP 21,5 POLEGADAS LED; 27/05/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 525,76; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MONITORES;7742; MONITOR PCTOP 21,5 POLEGADAS LED; 27/05/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 525,76; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MONITORES;7743; MONITOR PCTOP 21,5 POLEGADAS LED; 27/05/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 525,76; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MONITORES;8191; MONITOR PCTOP 21,5 POLEGADAS LED; 27/05/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 525,76; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MICROCOMPUTADOR;7745; COMPUTADOR/CPU I3 3,6GHZ MEM 8GB SSD240GB PLACA ME H310 TECLADO MOUSE; 27/05/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 1.666,68; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MICROCOMPUTADOR;7746; COMPUTADOR/CPU I3 3,6GHZ MEM 8GB SSD240GB PLACA ME H310 TECLADO MOUSE; 27/05/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 1.666,68; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MICROCOMPUTADOR;7747; COMPUTADOR/CPU I3 3,6GHZ MEM 8GB SSD240GB PLACA ME H310 TECLADO MOUSE; 27/05/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 1.666,68; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MICROCOMPUTADOR;7748; COMPUTADOR/CPU I3 3,6GHZ MEM 8GB SSD240GB PLACA ME H310 TECLADO MOUSE; 27/05/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 1.666,68; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MICROCOMPUTADOR;7749; COMPUTADOR/CPU I3 3,6GHZ MEM 8GB SSD240GB PLACA ME H310 TECLADO MOUSE; 27/05/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 1.666,68; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS MÉDICOS;7723; DETECTOR FETAL PORTATIL COM DISPLAY DF-7001D; 21/05/2020; FUNDO MUNICIPAL DE SAUDE; Baixado;R$ 773,59; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS MÉDICOS;7724; DETECTOR FETAL PORTATIL COM DISPLAY DF-7001D; 21/05/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 656,23; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS MÉDICOS;7725; DETECTOR FETAL DE MESA COM DISPLAY DF-7000D; 21/05/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 837,69; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS MÉDICOS;7726; DETECTOR FETAL DE MESA COM DISPLAY DF-7000D; 21/05/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 837,69; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS MÉDICOS;7727; DETECTOR FETAL DE MESA COM DISPLAY DF-7000D; 21/05/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 837,69; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS MÉDICOS;7728; DETECTOR FETAL DE MESA COM DISPLAY DF-7000D; 21/05/2020; FUNDO MUNICIPAL DE SAUDE; Baixado;R$ 987,54; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS MÉDICOS;7729; DETECTOR FETAL DE MESA COM DISPLAY DF-7000D; 21/05/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 837,69; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPRESSORAS;7730; IMPRESSORA MULTIFUNCIONAL LASER MONO LEXMARK B2236DW; 19/05/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 1.097,40; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPRESSORAS;7731; IMPRESSORA MULTIFUNCIONAL LASER MONO LEXMARK B2236DW; 19/05/2020; MANUTENÇÃO DA SECRETARIA DE ADMINISTRAÇÃ; Ativo;R$ 1.097,40; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPRESSORAS;7732; IMPRESSORA MULTIFUNCIONAL LASER MONO LEXMARK B2236DW; 19/05/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 1.097,40; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPRESSORAS;7733; IMPRESSORA MULTIFUNCIONAL LASER MONO LEXMARK B2236DW; 19/05/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 1.097,40; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPRESSORAS;7734; IMPRESSORA MULTIFUNCIONAL LASER MONO LEXMARK B2236DW; 19/05/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 1.097,40; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPRESSORAS;7735; IMPRESSORA MULTIFUNCIONAL LASER MONO LEXMARK B2236DW; 19/05/2020; DIRETORIA DE AGRICULTURA; Ativo;R$ 1.097,40; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPRESSORAS;7736; IMPRESSORA MULTIFUNCIONAL LASER MONO LEXMARK B2236DW; 19/05/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 1.097,40; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPRESSORAS;7737; IMPRESSORA MULTIFUNCIONAL LASER MONO LEXMARK B2236DW; 19/05/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 1.097,40; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPRESSORAS;7738; IMPRESSORA MULTIFUNCIONAL LASER MONO LEXMARK B2236DW; 19/05/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 1.097,40; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPRESSORAS;7739; IMPRESSORA MULTIFUNCIONAL LASER MONO LEXMARK B2236DW; 19/05/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 1.097,40; Compra Normal
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA; MOVEIS; Cod.: 351 - Amplificador de som;289; MODULO DE SOM MACHIBE WVOX A-200; 11/05/2020; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 1.056,97; Compra
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA; MOVEIS; Cod.: 362 - Microfone;288; MICROFONE YOGA GM-6; 11/05/2020; CAMARA MUNICIPAL DE VEREADORES; Em desuso;R$ 336,00; Compra
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA; MOVEIS; Cod.: 362 - Microfone;287; MICROFONE YOGA GM-6; 11/05/2020; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 336,00; Compra
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Arquivo de Aço;7765; ARQUIVO DE ACO RAO 4/61 4 GAVETAS; 08/05/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 411,51; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MONITORES;7711; MONITOR LG 19,5 20M35TD-B (VGA/DVI LHD 1600X900); 07/05/2020; MANUTENÇÃO DA SECRETARIA DE ADMINISTRAÇÃ; Ativo;R$ 347,69; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MONITORES;7712; MONITOR LG 19,5 20M35TD-B (VGA/DVI LHD 1600X900); 07/05/2020; MANUTENÇÃO DA SECRETARIA DE ADMINISTRAÇÃ; Ativo;R$ 410,52; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Longarina Secretária;7714; LONGARINA 3 LUGARES TECIDO AZUL; 04/05/2020; MANUTENÇÃO DA SECRETARIA DE ARRECADAÇÃO; Ativo;R$ 268,72; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Longarina Secretária;7715; LONGARINA 3 LUGARES TECIDO AZUL; 04/05/2020; MANUTENÇÃO DA SECRETARIA DE ARRECADAÇÃO; Ativo;R$ 268,72; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Longarina Secretária;7716; LONGARINA 3 LUGARES TECIDO AZUL; 04/05/2020; MANUTENÇÃO DA SECRETARIA DE ARRECADAÇÃO; Ativo;R$ 268,72; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Armário;7717; ARMARIO ALTO 2 PORTA FECHADO CINZA; 04/05/2020; MANUTENÇÃO DA SECRETARIA DE ARRECADAÇÃO; Ativo;R$ 350,07; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Armário;7718; ARMARIO ALTO 2 PORTA FECHADO CINZA; 04/05/2020; MANUTENÇÃO DA SECRETARIA DE ADMINISTRAÇÃ; Ativo;R$ 350,07; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Arquivo de Aço;7720; ARQUIVO DE ACO RAO 4/61 4 GAVETAS; 04/05/2020; DIRETORIA DE MEIO AMBIENTE; Ativo;R$ 410,45; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; CADEIRA;7719; CADEIRA GIRATORIA PRESIDENTE TECIDO; 04/05/2020; MANUTENÇÃO DA SECRETARIA DE ARRECADAÇÃO; Ativo;R$ 297,82; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Armário;7721; ARMARIO ALTO 2 PORTA FECHADO CINZA; 04/05/2020; MANUTENÇÃO DA SECRETARIA DE ADMINISTRAÇÃ; Ativo;R$ 350,07; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Armário;7722; ARMARIO ALTO 2 PORTA FECHADO CINZA; 04/05/2020; BENS INSERVÍVEIS; Ativo;R$ 350,07; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; Longarina Secretária;7713; LONGARINA 3 LUGARES TECIDO AZUL; 04/05/2020; MANUTENÇÃO DA SECRETARIA DE ARRECADAÇÃO; Ativo;R$ 268,72; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPRESSORAS;7708; IMPRESSORA MULTIFUNCIONAL BROTHER LASER MONO DCP-1617NW; 16/04/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 862,87; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS MÉDICOS;7710;" CADEIRA ODONTOLOGICA COMPLETA - LOTE 104-2020; VAL. INDETERMINADA"; 13/04/2020; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 7.728,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; TELEFONE;7700; CELULAR REDMI 6 XIAOMI; 27/03/2020; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 617,63; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; TELEFONE;7703; TELEFONE K-10; 26/03/2020; FUNDO MUNICIPAL DE SAUDE; Baixado;R$ 336,22; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPRESSORAS;7701; IMPRESSORA MULTIFUNCIONAL BROTHER LASER MONO-DCP-1617NW; 18/03/2020; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 846,17; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; ROÇADEIRA;7683; ROÇADEIRA  FS 220 - STIHL; 16/03/2020; MANUTENÇÃO DA SECRETARIA DE OBRAS E SERV; Baixado;R$ 1.754,27; Compra Normal
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA; MOVEIS; Cod.: 179 - Porta giratória;286; PORTA DE VIDRO ICOLOR 10MM MEDINDO 2,00 X 2,50 COM MOLA E FERRAGEM; 16/03/2020; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 2.494,80; Compra
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA; MOVEIS; Cod.: 179 - Porta giratória;285; PORTA DE VIDRO ICOLOR 10MM MEDINDO 2,00 X 2,50 COM MOLA E FERRAGEM; 16/03/2020; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 2.494,80; Compra
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA; MOVEIS; Cod.: 391 - Impressora;284; IMPRESSORA MULTIFUNCIONAL EPSON ECOTEK L3150; 12/03/2020; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 903,84; Compra
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; ROÇADEIRA;7682; ROÇADEIRA  FS 220 - STIHL; 10/03/2020; MANUTENÇÃO DA SECRETARIA DE OBRAS E SERV; Baixado;R$ 1.747,22; Compra Normal
