Rubrica natureza;Descrição natureza receita;Categoria econômica;Origem da receita;Especie da receita;Tipo da receita;Rubrica receita;Alínea da receita;Subalínea da receita;Desdobramento nível 1;Desdobramento nível 2;Desdobramento nível 3;Finalidade da receita;Forma de ingresso;Órgão;Unidade;Organograma;Valor orçado R$;Orçado atualizado R$;Orçado deduções R$;Valor lançado mês;Valor arrecadado mês;Valor arrecadado acumulado até o mês;Orçado líquido atualizado R$;Realizado (%)
 24181051000000; Transferências de Convênios da União destinadas a Programas de Saneamento Básico - Principal; Receitas de Capital; Transferências de Capital; Transferências da União e de suas Entidades; Transferências de Convênios da União destinadas a Programas de Saneamento Básico - Principal; Transferências da União; Transferência de Convênios da União e de suas Entidades; Transferências de Convênios da União destinadas a Programas de Saneamento Básico; Transferências da União; Transferência de Convênios da União e de suas Entidades; Transferências de Convênios da União destinadas a Programas de Saneamento Básico; Transferências de Convênios da União destinadas a Programas de Saneamento Básico - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 300.000,00; R$ 300.000,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 300.000,00; 0.0
 17180131020000; Cota-Parte do FPM 1% Cota dezembro -  Vinculados Educação; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Cota-Parte do Fundo de Participação dos Municípios  1% Cota entregue no mês de dezembro - Principal; Transferências da União - Específica E/M; Participação na Receita da União; Cota-Parte do Fundo de Participação do Municípios  1% Cota entregue no mês de dezembro; Transferências da União - Específica E/M; Participação na Receita da União; Cota-Parte do Fundo de Participação do Municípios  1% Cota entregue no mês de dezembro; Cota-Parte do FPM 1% Cota dezembro -  Vinculados Educação; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 123.109,00; R$ 123.109,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 123.109,00; 0.0
 24181021000000; Transferências de Convênio da União destinadas a Programas de Educação - Principal; Receitas de Capital; Transferências de Capital; Transferências da União e de suas Entidades; Transferências de Convênio da União destinadas a Programas de Educação - Principal; Transferências da União; Transferência de Convênios da União e de suas Entidades; Transferências de Convênio da União destinadas a Programas de Educação; Transferências da União; Transferência de Convênios da União e de suas Entidades; Transferências de Convênio da União destinadas a Programas de Educação; Transferências de Convênio da União destinadas a Programas de Educação - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 712.500,00; R$ 712.500,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 712.500,00; 0.0
 17180591010000; Outras Transf. Direta do FNDE - Brasil Carinhoso; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Outras Transferências Diretas do Fundo Nacional do Desenvolvimento da Educação  FNDE - Principal; Transferências da União - Específica E/M; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE; Outras Transferências Diretas do Fundo Nacional do Desenvolvimento da Educação  FNDE; Transferências da União - Específica E/M; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE; Outras Transferências Diretas do Fundo Nacional do Desenvolvimento da Educação  FNDE; Outras Transf. Direta do FNDE - Brasil Carinhoso; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 1.600,00; R$ 1.600,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 1.600,00; 0.0
 17180521000000; Transferências Diretas do FNDE referentes ao Programa Dinheiro Direto na Escola  PDDE - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferências Diretas do FNDE referentes ao Programa Dinheiro Direto na Escola  PDDE - Principal; Transferências da União - Específica E/M; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE; Transferências Diretas do FNDE referentes ao Programa Dinheiro Direto na Escola  PDDE; Transferências da União - Específica E/M; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE; Transferências Diretas do FNDE referentes ao Programa Dinheiro Direto na Escola  PDDE; Transferências Diretas do FNDE referentes ao Programa Dinheiro Direto na Escola  PDDE - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 1.680,00; R$ 1.680,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 1.680,00; 0.0
 21120011000000; Operações de Crédito Contratuais - Mercado Interno - Principal; Receitas de Capital; Operações de Crédito; Operações de Crédito - Mercado Interno; Operações de Crédito Contratuais - Mercado Interno - Principal; Operações de Crédito Contratuais - Mercado Interno; ; Operações de Crédito Contratuais - Mercado Interno; Operações de Crédito Contratuais - Mercado Interno; ; Operações de Crédito Contratuais - Mercado Interno; Operações de Crédito Contratuais - Mercado Interno - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 1.000.000,00; R$ 1.000.000,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 1.000.000,00; 0.0
 17580111020000; Transf. de Recursos do FUNDEB - NÃO UTILIZAR; Receitas Correntes; Transferências Correntes; Transferências de Outras Instituições Públicas; Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação  FUNDEB - Princ; Transferências de Outras Instituições Públicas - Específica E/M; Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação  FUNDEB; Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação  FUNDEB; Transferências de Outras Instituições Públicas - Específica E/M; Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação  FUNDEB; Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação  FUNDEB; Transf. de Recursos do FUNDEB - NÃO UTILIZAR; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 3.061.825,00; R$ 3.061.825,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 3.061.825,00; 0.0
 17180141020000; Cota-Parte do FPM  - 1% Cota de julho - Vinculados Educação; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Cota-Parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de julho - Principal; Transferências da União - Específica E/M; Participação na Receita da União; Cota-Parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de julho; Transferências da União - Específica E/M; Participação na Receita da União; Cota-Parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de julho; Cota-Parte do FPM  - 1% Cota de julho - Vinculados Educação; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 120.206,00; R$ 120.206,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 120.206,00; 0.0
 13210011019915; Remun Dep Banc Vinculados- Lei Aldir Blanc; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; ; Remuneração de Depósitos Bancários; Juros e Correções Monetárias; ; Remuneração de Depósitos Bancários; Remun Dep Banc Vinculados- Lei Aldir Blanc; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,43; R$ 0,43; R$ 0,00; 0.0
 13210011019915; Remun Dep Banc Vinculados- Lei Aldir Blanc; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; ; Remuneração de Depósitos Bancários; Juros e Correções Monetárias; ; Remuneração de Depósitos Bancários; Remun Dep Banc Vinculados- Lei Aldir Blanc; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,53; R$ 0,96; R$ 0,00; 0.0
 13210011019915; Remun Dep Banc Vinculados- Lei Aldir Blanc; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; ; Remuneração de Depósitos Bancários; Juros e Correções Monetárias; ; Remuneração de Depósitos Bancários; Remun Dep Banc Vinculados- Lei Aldir Blanc; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,49; R$ 1,45; R$ 0,00; 0.0
 13210011019915; Remun Dep Banc Vinculados- Lei Aldir Blanc; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; ; Remuneração de Depósitos Bancários; Juros e Correções Monetárias; ; Remuneração de Depósitos Bancários; Remun Dep Banc Vinculados- Lei Aldir Blanc; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,63; R$ 2,08; R$ 0,00; 0.0
 13210011019915; Remun Dep Banc Vinculados- Lei Aldir Blanc; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; ; Remuneração de Depósitos Bancários; Juros e Correções Monetárias; ; Remuneração de Depósitos Bancários; Remun Dep Banc Vinculados- Lei Aldir Blanc; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,62; R$ 2,70; R$ 0,00; 0.0
 13210011019915; Remun Dep Banc Vinculados- Lei Aldir Blanc; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; ; Remuneração de Depósitos Bancários; Juros e Correções Monetárias; ; Remuneração de Depósitos Bancários; Remun Dep Banc Vinculados- Lei Aldir Blanc; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,65; R$ 3,35; R$ 0,00; 0.0
 13210011019915; Remun Dep Banc Vinculados- Lei Aldir Blanc; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; ; Remuneração de Depósitos Bancários; Juros e Correções Monetárias; ; Remuneração de Depósitos Bancários; Remun Dep Banc Vinculados- Lei Aldir Blanc; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,75; R$ 4,10; R$ 0,00; 0.0
 17700011000000; Transferências de Pessoas Físicas - Principal; Receitas Correntes; Transferências Correntes; Transferências de Pessoas Físicas; Transferências de Pessoas Físicas - Principal; ; ; Transferências de Pessoas Físicas; Não se aplica; ; Transferências de Pessoas Físicas; Transferências de Pessoas Físicas - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 2.454,08; R$ 2.454,08; R$ 0,00; 0.0
 17180541000000; Transferências Diretas do FNDE referentes ao Programa Nacional de Apoio ao Transporte do Escolar  PNATE - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferências Diretas do FNDE referentes ao Programa Nacional de Apoio ao Transporte do Escolar  PNATE - Principal; Transferências da União - Específica E/M; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE; Transferências Diretas do FNDE referentes ao Programa Nacional de Apoio ao Transporte do Escolar  PNATE; Transferências da União - Específica E/M; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE; Transferências Diretas do FNDE referentes ao Programa Nacional de Apoio ao Transporte do Escolar  PNATE; Transferências Diretas do FNDE referentes ao Programa Nacional de Apoio ao Transporte do Escolar  PNATE - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 111,63; R$ 107.177,85; R$ 0,00; 0.0
 17189911030000; Cessão Onerosa Pré Sal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Outras Transferências da União - Principal; Transferências da União - Específica E/M; Outras Transferências da União; Outras Transferências da União; Transferências da União - Específica E/M; Outras Transferências da União; Outras Transferências da União; Cessão Onerosa Pré Sal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 174.313,83; R$ 174.313,83; R$ 0,00; 0.0
 17181211030100; Indice de Gestão Descentralizada - IGD-SUAS; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS - Principal; Transferências da União - Específica E/M; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS; Transferências da União - Específica E/M; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS; Indice de Gestão Descentralizada - IGD-SUAS; Arrecadações; SECRETARIA DE DESENVOLVIMENTO SOCIAL; FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL; SECRETARIA DE DESENVOLVIMENTO SOCIAL; R$ 6.000,00; R$ 6.000,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 6.000,00; 0.0
 17181211030100; Indice de Gestão Descentralizada - IGD-SUAS; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS - Principal; Transferências da União - Específica E/M; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS; Transferências da União - Específica E/M; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS; Indice de Gestão Descentralizada - IGD-SUAS; Arrecadações; SECRETARIA DE DESENVOLVIMENTO SOCIAL; FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL; SECRETARIA DE DESENVOLVIMENTO SOCIAL; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 6.000,00; R$ 6.000,00; R$ 0,00; 0.0
 17180141010000; Cota-Parte do FPM  - 1% Cota de julho - Recursos Ordinários; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Cota-Parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de julho - Principal; Transferências da União - Específica E/M; Participação na Receita da União; Cota-Parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de julho; Transferências da União - Específica E/M; Participação na Receita da União; Cota-Parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de julho; Cota-Parte do FPM  - 1% Cota de julho - Recursos Ordinários; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 360.617,00; R$ 360.617,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 360.617,00; 0.0
 17180141010000; Cota-Parte do FPM  - 1% Cota de julho - Recursos Ordinários; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Cota-Parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de julho - Principal; Transferências da União - Específica E/M; Participação na Receita da União; Cota-Parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de julho; Transferências da União - Específica E/M; Participação na Receita da União; Cota-Parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de julho; Cota-Parte do FPM  - 1% Cota de julho - Recursos Ordinários; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 644.125,13; R$ 644.125,13; R$ 0,00; 0.0
 17180141010000; Cota-Parte do FPM  - 1% Cota de julho - Recursos Ordinários; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Cota-Parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de julho - Principal; Transferências da União - Específica E/M; Participação na Receita da União; Cota-Parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de julho; Transferências da União - Específica E/M; Participação na Receita da União; Cota-Parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de julho; Cota-Parte do FPM  - 1% Cota de julho - Recursos Ordinários; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 116.382,98; R$ 760.508,11; R$ 0,00; 0.0
 24149901000000; Outras Transferências de Convênios da União e de Suas Entidades - Principal; Receitas de Capital; Transferências de Capital; Transferências da União e de suas Entidades; Outras Transferências de Convênios da União e de Suas Entidades - Principal; Transferências de Convênios da União e de suas Entidades ; Outras Transferências de Convênios da União e de Suas Entidades; ; Transferências de Convênios da União e de suas Entidades ; Outras Transferências de Convênios da União e de Suas Entidades; Não se aplica; Outras Transferências de Convênios da União e de Suas Entidades - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 4.182.607,50; R$ 4.182.607,50; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 4.182.607,50; 0.0
 24149901000000; Outras Transferências de Convênios da União e de Suas Entidades - Principal; Receitas de Capital; Transferências de Capital; Transferências da União e de suas Entidades; Outras Transferências de Convênios da União e de Suas Entidades - Principal; Transferências de Convênios da União e de suas Entidades ; Outras Transferências de Convênios da União e de Suas Entidades; ; Transferências de Convênios da União e de suas Entidades ; Outras Transferências de Convênios da União e de Suas Entidades; Não se aplica; Outras Transferências de Convênios da União e de Suas Entidades - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 477.500,00; R$ 477.500,00; R$ 0,00; 0.0
 17115121010000; Cota-Parte do FPM - Cota Extraordinária - Julho; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Cota-Parte do Fundo de Participação do Municípios – Cotas Extraordinárias - Principal; Transferências Decorrentes de Participação na Receita da União; Cota-Parte do Fundo de Participação dos Municípios - FPM; Cota-Parte do Fundo de Participação do Municípios – Cotas Extraordinárias; Transferências Decorrentes de Participação na Receita da União; Cota-Parte do Fundo de Participação dos Municípios - FPM; Cota-Parte do Fundo de Participação do Municípios – Cotas Extraordinárias; Cota-Parte do FPM - Cota Extraordinária - Julho; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 565.242,00; R$ 565.242,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 565.242,00; 0.0
 17115121010000; Cota-Parte do FPM - Cota Extraordinária - Julho; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Cota-Parte do Fundo de Participação do Municípios – Cotas Extraordinárias - Principal; Transferências Decorrentes de Participação na Receita da União; Cota-Parte do Fundo de Participação dos Municípios - FPM; Cota-Parte do Fundo de Participação do Municípios – Cotas Extraordinárias; Transferências Decorrentes de Participação na Receita da União; Cota-Parte do Fundo de Participação dos Municípios - FPM; Cota-Parte do Fundo de Participação do Municípios – Cotas Extraordinárias; Cota-Parte do FPM - Cota Extraordinária - Julho; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 873.569,38; R$ 873.569,38; R$ 0,00; 0.0
 13210101019915; Remun Dep Banc Vinculados- Lei Aldir Blanc; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Remun Dep Banc Vinculados- Lei Aldir Blanc; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; 0.0
 17115121020000; Cota-Parte do FPM - Cota Extraordinária - Setembro; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Cota-Parte do Fundo de Participação do Municípios – Cotas Extraordinárias - Principal; Transferências Decorrentes de Participação na Receita da União; Cota-Parte do Fundo de Participação dos Municípios - FPM; Cota-Parte do Fundo de Participação do Municípios – Cotas Extraordinárias; Transferências Decorrentes de Participação na Receita da União; Cota-Parte do Fundo de Participação dos Municípios - FPM; Cota-Parte do Fundo de Participação do Municípios – Cotas Extraordinárias; Cota-Parte do FPM - Cota Extraordinária - Setembro; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 282.621,00; R$ 282.621,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 282.621,00; 0.0
 17115121020000; Cota-Parte do FPM - Cota Extraordinária - Setembro; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Cota-Parte do Fundo de Participação do Municípios – Cotas Extraordinárias - Principal; Transferências Decorrentes de Participação na Receita da União; Cota-Parte do Fundo de Participação dos Municípios - FPM; Cota-Parte do Fundo de Participação do Municípios – Cotas Extraordinárias; Transferências Decorrentes de Participação na Receita da União; Cota-Parte do Fundo de Participação dos Municípios - FPM; Cota-Parte do Fundo de Participação do Municípios – Cotas Extraordinárias; Cota-Parte do FPM - Cota Extraordinária - Setembro; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 216.225,30; R$ 216.225,30; R$ 0,00; 0.0
 17199901040000; Outras Receitas LPG AUD; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Outras Transferências de Recursos da União e de suas Entidades - Principal; Outras Transferências de Recursos da União e de suas Entidades; Outras Transferências de Recursos da União e de suas Entidades; ; Outras Transferências de Recursos da União e de suas Entidades; Outras Transferências de Recursos da União e de suas Entidades; Não se aplica; Outras Receitas LPG AUD; Arrecadações; SECRETARIA DE CULTURA; FUNDO MUNICIPAL DE CULTURA; SECRETARIA DE CULTURA; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 81.979,38; R$ 81.979,38; R$ 0,00; 0.0
 17199901030000; Outras Receitas LPG OUTRAS; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Outras Transferências de Recursos da União e de suas Entidades - Principal; Outras Transferências de Recursos da União e de suas Entidades; Outras Transferências de Recursos da União e de suas Entidades; ; Outras Transferências de Recursos da União e de suas Entidades; Outras Transferências de Recursos da União e de suas Entidades; Não se aplica; Outras Receitas LPG OUTRAS; Arrecadações; SECRETARIA DE CULTURA; FUNDO MUNICIPAL DE CULTURA; SECRETARIA DE CULTURA; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 33.208,73; R$ 33.208,73; R$ 0,00; 0.0
 17199901050000; Transf. União Sec. Proteção e Defesa Civil - Ajuda Humanitária; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Outras Transferências de Recursos da União e de suas Entidades - Principal; Outras Transferências de Recursos da União e de suas Entidades; Outras Transferências de Recursos da União e de suas Entidades; ; Outras Transferências de Recursos da União e de suas Entidades; Outras Transferências de Recursos da União e de suas Entidades; Não se aplica; Transf. União Sec. Proteção e Defesa Civil - Ajuda Humanitária; Arrecadações; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 475.947,00; R$ 475.947,00; R$ 0,00; 0.0
